"","date","id","text"
"157","2012-06-13 23:04",213044320872316928,"We asked people to share how teachers and first responders have impacted their lives—and the responses poured in: http://t.co/svTwkrhM"
"158","2012-06-13 23:51",213055943129313280,"The President is speaking on economic fairness tomorrow at 1:45pm ET. RSVP to watch live: http://t.co/lr3IaRCb"
"159","2012-06-14 15:03",213285581311053824,"Don’t forget to watch the President speak on building an economy that works for everyone at 1:45pm ET: http://t.co/IZiVQSul"
"160","2012-06-14 17:34",213323458719907840,"We’ll be live-tweeting the President’s remarks on @Obama2012—follow along for the latest."
"161","2012-06-14 21:24",213381325875453952,"The President laid out starkly the choice in this election—between Gov. Romney and the GOP vision and ours. Great speech. –Joe"
"162","2012-06-14 21:26",213381817074581504,"The President made it clear: The only way we believe we can build an economy that lasts is through a middle class that prospers. –Joe"
"163","2012-06-14 21:29",213382676978212864,"American voters, the President was right. The only way to break the stalemate in Washington is you. –Joe"
"164","2012-06-14 21:34",213383827140251648,"The President said it well: We have a plan to give everyone a fair shot. They don’t. –Joe"
"165","2012-06-14 21:37",213384764030324736,"Agree 100% with the President: We can’t afford to jeopardize our future by repeating the mistakes of the past. –Joe"
"166","2012-06-15 17:26",213684031378829312,"The VP’s pledge to those who keep us safe: http://t.co/wSNgzfpk"
"167","2012-06-18 20:09",214812141696462848,"Dr. Biden knows our students deserve a President who’s committed to their education—join her as an Educator for Obama: http://t.co/s228mjVs"
"168","2012-06-18 20:59",214824572829188096,"Watch why teachers all over the country are doing everything they can to get President Obama re-elected in November: http://t.co/5rRiS2rv"
"169","2012-06-18 22:12",214842989820915712,"VP: “For so many Americans, including myself, the debt we all owe to our firefighters and police officers is personal.” http://t.co/gP5BCaab"
"170","2012-06-18 23:41",214865564877856768,"Mitt Romney traveled through the Buckeye State this weekend—see what some Ohioans had to say about his visit: http://t.co/0hvlsfn7"
"171","2012-06-19 16:57",215126061506244608,"“Every single day in my classroom, I see the power of education to break down barriers &amp; instill confidence.”—Dr. Biden http://t.co/yAERHep1"
"172","2012-06-19 23:41",215227829007298560,"VP Biden to @AFSCME members today: “You provide the ability of people to live a decent, middle-class life. We owe you.”"
